state,district,rural_urban,c1_dropout_rate_b,c1_retention_rate_b,c1_dropout_rate_g,c1_retention_rate_g,c2_dropout_rate_b,c2_retention_rate_b,c2_dropout_rate_g,c2_retention_rate_g,c3_dropout_rate_b,c3_retention_rate_b,c3_dropout_rate_g,c3_retention_rate_g,c4_dropout_rate_b,c4_retention_rate_b,c4_dropout_rate_g,c4_retention_rate_g,c5_dropout_rate_b,c5_retention_rate_b,c5_dropout_rate_g,c5_retention_rate_g,c6_dropout_rate_b,c6_retention_rate_b,c6_dropout_rate_g,c6_retention_rate_g,c7_dropout_rate_b,c7_retention_rate_b,c7_dropout_rate_g,c7_retention_rate_g,c8_dropout_rate_b,c8_retention_rate_b,c8_dropout_rate_g,c8_retention_rate_g,c9_dropout_rate_b,c9_retention_rate_b,c9_dropout_rate_g,c9_retention_rate_g,c10_dropout_rate_b,c10_retention_rate_b,c10_dropout_rate_g,c10_retention_rate_g,c11_dropout_rate_b,c11_retention_rate_b,c11_dropout_rate_g,c11_retention_rate_g,c12_dropout_rate_b,c12_retention_rate_b,c12_dropout_rate_g,c12_retention_rate_g
ANDHRA PRADESH,ASR,Rural,0.0,1.0,0.0,1.0,0.061551214962955285,0.9384487850370448,0.04608013049240493,0.9539198695075951,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01333262509295655,0.9866673749070435,0.015232583533522604,0.9847674164664774,0.1795463669209153,0.8204536330790847,0.1536952931461602,0.8463047068538398,0.06583214424698404,0.934167855753016,0.04603711024676401,0.953962889753236,0.12539652920320957,0.8746034707967905,0.07331835766878822,0.9266816423312118,0.16973185455566475,0.8302681454443352,0.07594316511513964,0.9240568348848603,0.20557212482723503,0.7944278751727649,0.08075884823035392,0.919241151769646,0.3829805107526882,0.6170194892473118,0.3632437619961612,0.6367562380038387,0.08783264113213352,0.9121673588678665,0.048411291422337376,0.9515887085776626
ANDHRA PRADESH,BAPATLA,Rural,0.0,1.0,0.0,1.0,0.0980408503543143,0.9019591496456857,0.07996894409937888,0.9200310559006211,0.04574074074074074,0.9542592592592593,0.022176227084565348,0.9778237729154347,0.04327919834139599,0.956720801658604,0.02142653080658985,0.9785734691934102,0.03179273718960815,0.9682072628103918,0.02132435465768799,0.978675645342312,0.14078070453824182,0.8592192954617581,0.11330341823940873,0.8866965817605913,0.026919807310852934,0.973080192689147,0.0,1.0,0.10361527967257844,0.8963847203274216,0.06877539175856065,0.9312246082414394,0.09773722627737226,0.9022627737226278,0.06809338521400778,0.9319066147859922,0.12915592109848748,0.8708440789015125,0.11470935379167896,0.885290646208321,0.743991708233465,0.25600829176653495,0.6852533257854515,0.3147466742145485,0.13750748951467945,0.8624925104853205,0.06143344709897611,0.9385665529010239
ANDHRA PRADESH,BAPATLA,Urban,0.0,1.0,0.0,1.0,0.005534417156693186,0.9944655828433068,0.025610244097639057,0.974389755902361,0.0,1.0,0.0,1.0,0.0,1.0,0.011597456041900486,0.9884025439580996,0.0,1.0,0.0,1.0,0.004090909090909091,0.9959090909090909,0.0,1.0,0.033953773777868686,0.9660462262221313,0.03834618680377035,0.9616538131962297,0.043424825891028265,0.9565751741089717,0.02174831081081081,0.9782516891891891,0.08745247148288973,0.9125475285171103,0.03860254474875997,0.96139745525124,0.13858069918358804,0.8614193008164119,0.07852392190517056,0.9214760780948295,0.0,1.0,0.0,1.0,0.09660409196372073,0.9033959080362792,0.03720155469183787,0.9627984453081622
ANDHRA PRADESH,CHITTOOR,Rural,0.0,1.0,0.0,1.0,0.03762805358550039,0.9623719464144996,0.041551972735614104,0.9584480272643859,0.00040930486390613276,0.9995906951360939,0.0,1.0,0.00806398307885518,0.9919360169211449,0.0,1.0,0.0,1.0,0.025816429718636607,0.9741835702813634,0.08057598039215687,0.9194240196078431,0.09715952879004734,0.9028404712099527,0.004074933499349143,0.9959250665006508,0.019401532660260307,0.9805984673397397,0.03986358045398636,0.9601364195460136,0.03897708320464513,0.9610229167953549,0.05209758321933425,0.9479024167806658,0.05025542784163474,0.9497445721583653,0.07423057157540112,0.9257694284245989,0.07328802256988971,0.9267119774301102,0.5955999763439589,0.4044000236560411,0.5743158999934379,0.4256841000065621,0.11492776886035314,0.8850722311396468,0.08806528391703503,0.911934716082965
ANDHRA PRADESH,CHITTOOR,Urban,0.05831343471157471,0.9416865652884253,0.0,1.0,0.053521948373924454,0.9464780516260756,0.0500508992195453,0.9499491007804547,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.013229571984435798,0.9867704280155642,0.0,1.0,0.04191302062803837,0.9580869793719616,0.0,1.0,0.05901138572618717,0.9409886142738129,0.0001371177841766077,0.9998628822158234,0.07328605200945626,0.9267139479905437,0.037528216704288936,0.962471783295711,0.0,1.0,0.0,1.0,0.11081995851075445,0.8891800414892456,0.04537661447022517,0.9546233855297749
ANDHRA PRADESH,EAST GODAVARI,Rural,0.0,1.0,0.0,1.0,0.07460749967561957,0.9253925003243805,0.06646952080112911,0.9335304791988709,0.0,1.0,0.0,1.0,0.0011383759170250443,0.998861624082975,0.0,1.0,0.007362090418913314,0.9926379095810867,0.0009408378991643145,0.9990591621008357,0.020771228002692568,0.9792287719973074,0.04162241440347949,0.9583775855965205,0.0,1.0,0.004993288590604027,0.995006711409396,0.0,1.0,0.0,1.0,0.0046546546546546545,0.9953453453453454,0.0,1.0,0.11347449004312224,0.8865255099568777,0.07686935969058874,0.9231306403094113,0.3630530677716883,0.6369469322283117,0.32243383626020283,0.6775661637397972,0.0,1.0,0.0,1.0
ANDHRA PRADESH,EAST GODAVARI,Urban,0.0937169078715143,0.9062830921284857,0.05249237029501526,0.9475076297049847,0.09546752319771591,0.9045324768022841,0.0825508607198748,0.9174491392801252,0.014582049702197576,0.9854179502978024,0.0,1.0,0.02448146888813329,0.9755185311118667,0.001499531396438613,0.9985004686035613,0.03235990528808208,0.9676400947119179,0.035447154471544715,0.9645528455284553,0.024230039410305066,0.9757699605896949,0.013240954580446497,0.9867590454195535,0.051709401709401706,0.9482905982905983,0.04052607432329102,0.959473925676709,0.0842917061290759,0.9157082938709241,0.040910443320440346,0.9590895566795596,0.09767061708214139,0.9023293829178586,0.04116926844199571,0.9588307315580042,0.1292544570502431,0.8707455429497569,0.09588217613465584,0.9041178238653441,0.005642304159559113,0.9943576958404409,0.0,1.0,0.07007633587786259,0.9299236641221374,0.020072483969891274,0.9799275160301087
ANDHRA PRADESH,ELURU,Rural,0.0,1.0,0.0,1.0,0.13205818348413698,0.867941816515863,0.12118025124160094,0.8788197487583991,0.07013118062563067,0.9298688193743694,0.06254980079681274,0.9374501992031873,0.07267541357672562,0.9273245864232744,0.060774515927545285,0.9392254840724548,0.09946109482840125,0.9005389051715987,0.09609224855861627,0.9039077514413837,0.1378031125588129,0.8621968874411872,0.13307001457657402,0.866929985423426,0.06883744594250826,0.9311625540574917,0.0676044726129747,0.9323955273870252,0.11347410759175465,0.8865258924082453,0.07428872497365648,0.9257112750263435,0.11008931874636647,0.8899106812536335,0.07998704663212436,0.9200129533678756,0.18291047854785478,0.8170895214521452,0.11909662346331423,0.8809033765366858,0.7807836822329576,0.21921631776704242,0.6833860844375301,0.31661391556246987,0.17470256731371323,0.8252974326862867,0.10144927536231885,0.8985507246376812
ANDHRA PRADESH,ELURU,Urban,0.051469491272564526,0.9485305087274355,0.03228547153780799,0.967714528462192,0.036227824463118584,0.9637721755368814,0.07304485907105994,0.92695514092894,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.006091006807595844,0.9939089931924041,0.0,1.0,0.025813422979949575,0.9741865770200504,0.0,1.0,0.1332720588235294,0.8667279411764706,0.08046416730425912,0.9195358326957409,0.0,1.0,0.0,1.0,0.057919015889287544,0.9420809841107125,0.028907828837536245,0.9710921711624637
ANDHRA PRADESH,GUNTUR,Rural,0.0,1.0,0.0,1.0,0.09431569237864637,0.9056843076213537,0.09173543834469561,0.9082645616553044,0.01732323880405492,0.982676761195945,0.017157186221459682,0.9828428137785403,0.03963921196297175,0.9603607880370283,0.013379583746283449,0.9866204162537165,0.012773349683220928,0.987226650316779,0.011074311736700477,0.9889256882632995,0.11256253474152307,0.8874374652584769,0.11249640356766089,0.8875035964323391,0.023059731816334823,0.9769402681836652,0.01032325338894682,0.9896767466110532,0.06411950005080784,0.9358804999491922,0.04757462686567164,0.9524253731343284,0.07594804106432014,0.9240519589356798,0.03103760761214318,0.9689623923878569,0.12453287546712453,0.8754671245328755,0.07705590330239585,0.9229440966976041,0.36761983131042997,0.63238016868957,0.6362759802871224,0.3637240197128776,0.0,1.0,0.0,1.0
ANDHRA PRADESH,GUNTUR,Urban,0.0,1.0,0.0,1.0,0.11901116970006237,0.8809888302999376,0.09516007058230401,0.904839929417696,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0060331072995612285,0.9939668927004388,0.0016261518575657757,0.9983738481424342,0.0,1.0,0.0,1.0,0.0005142181313313107,0.9994857818686687,0.06331378177128832,0.9366862182287117,0.05258780941199491,0.9474121905880051,0.0,1.0,0.0,1.0,0.028214524963549672,0.9717854750364503,0.0,1.0
ANDHRA PRADESH,KADAPA,Rural,0.0,1.0,0.0,1.0,0.05747877204441541,0.9425212279555846,0.04879086589603574,0.9512091341039642,0.03740648379052369,0.9625935162094763,0.011080752884031573,0.9889192471159685,0.010424525066867842,0.9895754749331321,0.007647896828372198,0.9923521031716278,0.038706933219906425,0.9612930667800936,0.009549071618037135,0.9904509283819629,0.13458016003084933,0.8654198399691506,0.11169123669123669,0.8883087633087633,0.06922816519972919,0.9307718348002708,0.023839027556499675,0.9761609724435003,0.0797658467360454,0.9202341532639546,0.038281688384562626,0.9617183116154374,0.08382998231711311,0.9161700176828869,0.05451754971306553,0.9454824502869345,0.04823439983415106,0.951765600165849,0.04310525214480017,0.9568947478551998,0.7604644576607194,0.23953554233928065,0.6362748091603053,0.3637251908396947,0.0,1.0,0.08060747663551401,0.919392523364486
ANDHRA PRADESH,KADAPA,Urban,0.0,1.0,0.0,1.0,0.03459915611814346,0.9654008438818565,0.029046694249767795,0.9709533057502322,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.009866682328067188,0.9901333176719328,0.0,1.0,0.039826942452438806,0.9601730575475612,0.02509718338675578,0.9749028166132442,0.317910688376592,0.682089311623408,0.17538350042275638,0.8246164995772436,0.05080286673319423,0.9491971332668058,0.008083529808016167,0.9919164701919838
